STT,Food_Code,Food_Name_Vietnamese,Food_Name_English,Waste_Pct_%,Water_g,Energy_kcal,Energy_kj,Protein_g,Fat_g,Carbohydrate_g,Fiber_g,Ash_g,Sugar_total_g,Galactose_g,Maltose_g,Lactose_g,Fructose_g,Glucose_g,Sucrose_g,Calcium_mg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_ug,Selenium_ug,Vitamin_C_mg,Vitamin_B1_mg,Vitamin_B2_mg,Niacin_mg,Vitamin_B5_mg,Vitamin_B6_mg,Folate_ug,Folic_acid_ug,Biotin_ug,Vitamin_B12_ug,Vitamin_A_ug,Vitamin_D_ug,Vitamin_E_mg,Vitamin_K_ug,Beta_caroten_ug,Alpha_caroten_ug,Beta_cryptoxanthin_ug,Lycopene_ug,Lutein_Zeaxanthin_ug,Purin_mg,Total_isoflavone_mg,Daidzein_mg,Genistein_mg,Glycetin_mg,Total_SFA_g,Palmitic_C16_0_g,Margaric_C17_0_g,Stearic_C18_0_g,Arachidic_C20_0_g,Behenic_C22_0_g,Lignoceric_C24_0_g,Total_MUFA_g,Myristoleic_C14_1_g,Palmitoleic_C16_1_g,Oleic_C18_1_g,Total_PUFA_g,Linoleic_C18_2_n6_g,Linolenic_C18_2_n3_g,Arachidonic_C20_4_g,EPA_C20_5_n3_g,DHA_C22_6_n3_g,Total_trans_FA_g,Cholesterol_mg,Phytosterol_mg,Lysine_mg,Methionine_mg,Tryptophan_mg,Phenylalanine_mg,Threonine_mg,Valine_mg,Leucine_mg,Isoleucine_mg,Arginine_mg,Histidine_mg,Cystine_mg,Tyrosine_mg,Alanine_mg,Aspartic_acid_mg,Glutamic_acid_mg,Glycine_mg,Proline_mg,Serine_mg
236,5028,Mít dai,"Jackfruit, jackfruit mature",55.0,85.4,50,207,0.6,0.3,11.1,1.2,1.4,,,,,,,,21,0.40,37,0.150,28,368,3,0.67,120,0.6,5,0.09,0.04,0.7,,0.108,14,0,,0,0,,,,180,,,,,,,,,,0.060,0.040,0.000,0.020,0.000,0.000,0.000,0.040,0.000,0.000,0.040,0,0.060,0.020,0.000,0.000,0.000,,0,,,,,,,,,,,,,,,,,,,
237,5029,Mít khô,Dried jackfruit,0.0,26.0,280,1170,2.9,,67.0,1.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
238,5030,Mít mật,"Jack fruit, honey",55.0,82.2,62,259,1.5,,14.0,1.2,1.1,,,,,,,,21,0.40,,,28,,,,,,5,0.09,0.04,0.7,,,,,,,0,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
239,5031,Mơ,"Apricot, Apricot nectar",14.0,87.1,48,199,0.9,0.4,10.1,0.8,0.7,9.24,0,0.06,0,0.94,2.37,5.87,28,2.10,10,0.080,26,259,1,0.20,78,0.1,7,0.04,0.06,0.7,0.24,0.054,9,0,,0,0,,0.89,3.3,2554,0,0,5,0,,,,,,0.030,0.020,0.000,0.000,0.000,0.000,0.000,0.170,0.000,0.000,0.170,0,0.080,0.000,0.000,0.000,0.000,,0,18,20,4,2,11,14,15,20,12,9,11,6,9,24,148,42,12,19,20
240,5032,Mơ khô,"Apricot dried, unsulfured",0.0,25.9,273,1143,3.0,1.1,62.8,4.1,3.1,53.44,0,0,0,12.47,33.08,7.89,62,4.50,32,0.240,106,1162,10,0.39,343,2.2,5,0.08,0.09,1.6,0.516,0.143,10,0,,0,0,,4.33,3.1,2163,0,0,0,0,73,,,,,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.070,0,0.070,0.000,0.000,0.000,0.000,,0,,83,15,16,62,73,78,105,63,66,47,19,39,110,937,188,70,821,87
241,5033,"Muỗm, quéo","Mango, common; Indian mango, unripe",20.0,82.9,67,281,0.6,0.4,15.3,0.4,0.4,,,,,,,,4,0.20,,,4,,,,,,60,0.06,0.06,0.9,,,,,,,0,,,,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
242,5034,Na,"Sugarapple, sweetsop",44.4,82.5,66,276,1.6,0.3,14.2,0.8,0.6,,,,,,,,35,0.60,21,0.170,45,260,22,0.21,200,0.6,36,0.11,0.10,0.8,0.226,0.2,14,0,,0,0,,,,0,,,,,,,,,,0.050,0.030,0.000,0.020,0.000,0.000,0.000,0.110,0.000,0.000,0.110,0,0.040,0.000,0.000,0.000,0.000,,0,,55,7,10,,,,,,,,,,,,,,,
243,5035,Nhãn,Longan,45.0,86.3,48,201,0.9,0.1,10.9,1.0,0.8,,,,,,,,21,0.40,10,0.100,12,257,26,0.29,150,,58,0.03,0.14,0.3,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,46,13,,30,34,58,54,26,35,12,,25,157,126,209,42,42,48
244,5036,Nhãn khô,"Longan, dried",0.0,25.0,285,1194,4.3,0.5,65.9,1.7,2.6,,,,,,,,32,4.40,46,0.250,117,658,48,0.22,807,,34,0.02,0.50,1.0,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,172,49,,112,128,217,202,97,131,45,,94,585,469,780,158,158,180
245,5037,Nho ngọt,"Grape, European, sweet",1.9,82.1,68,286,0.4,0.2,16.3,0.6,0.4,15.48,0,0,0,8.13,7.2,0.15,17,0.60,7,0.070,22,191,2,0.07,127,0.1,3,0.06,0.04,0.2,0.05,0.086,2,0,0.3,0,0,,0.19,14.6,39,1,0,0,72,27,,,,,0.050,0.050,0.000,0.010,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0,0.040,0.010,0.000,0.000,0.000,,0,,11,17,2,10,14,14,10,4,37,18,8,9,21,60,104,15,17,24
246,5038,Nho ta (nho chua),"Grape fruit, sour",13.0,93.6,14,59,0.4,,3.1,2.4,0.5,,,,,,,,40,1.40,15,0.070,21,120,11,0.17,160,,45,0.05,0.04,0.3,,,,,,,0,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
247,5039,Nhót,Silver berry,24.0,94.0,13,55,1.2,,2.1,2.3,0.4,,,,,,,,27,0.20,,,30,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
248,5040,Ổi,"Guava, common",5.0,85.0,38,159,0.6,1.0,6.8,6.0,0.7,8.92,,,,,,,10,1.30,22,0.150,16,291,4,2.40,20,0.6,62,0.05,0.04,1.1,0.451,0.11,49,0,,0,0,,0.73,2.6,374,0,0,5204,0,,,,,,0.270,0.230,0.000,0.030,0.000,0.000,0.000,0.090,0.000,0.010,0.080,0,0.290,0.110,0.000,0.000,0.000,,0,,72,16,22,6,96,87,171,93,,22,,31,128,162,333,128,78,75
249,5041,Quả bơ vỏ tím,"Avocado, purple",27.0,88.3,74,310,1.8,6.2,2.8,0.4,0.5,,,,,,,,49,1.40,,,69,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
250,5042,Quả bơ vỏ xanh,"Avocado, green",28.0,85.4,101,424,1.9,9.4,2.3,0.5,0.5,2.42,,0,0,0.25,2.17,0,60,1.60,24,0.100,85,351,2,0.40,311,,17,0.02,0.05,0.7,0.931,0.078,35,0,3.2,0,0,,2.66,,53,27,36,0,0,,,,,,1.960,1.910,0.000,0.060,0.000,0.000,0.000,5.510,0.000,0.830,4.690,1,1.580,0.100,0.000,0.000,0.000,,0,,147,42,28,260,82,120,160,94,99,55,31,54,121,264,321,116,110,128
251,5043,Quả cóc,-,25.0,83.9,58,244,1.8,,12.8,0.9,0.6,,,,,,,,38,1.60,,,24,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
252,5044,Quả thanh long,Dragon's eyes fruit,,87.6,40,167,1.3,,8.7,1.8,0.6,,,,,,,,11,0.60,,,11,,,,,,10,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
253,5045,Quả trứng gà,-,25.0,73.4,106,444,4.3,0.4,21.3,,0.6,,,,,,,,101,,,,270,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
254,5046,Quất chín (cả vỏ),"Mandarin, whole fruit",4.0,89.0,26,107,0.9,,5.5,4.1,0.5,,,,,,,,124,0.30,,,42,,,,,,43,0.10,0.02,0.2,,,,,,,0,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
255,5047,Quít,Tangerine; Orange; Mandarin,19.8,89.5,39,164,0.8,0.3,8.3,0.6,0.5,10.58,0,0,0,2.4,2.13,6.05,35,0.40,10,0.080,17,111,4,0.20,100,0.4,55,0.08,0.03,0.2,0.216,0.078,16,0,0.8,0,0,,0.2,0,71,14,485,0,243,,,,,,0.040,0.040,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.010,0.050,0,0.050,0.020,0.000,0.000,0.000,,0,,32,2,2,18,16,21,28,17,68,11,2,15,28,129,61,19,74,33
256,5048,Sầu riêng,"Durian, Civet",75.0,66.8,132,552,2.5,1.6,26.9,1.4,0.8,,,,,,,,20,0.90,33,0.330,63,601,1,0.28,0,,37,0.27,0.29,1.2,0.23,0.316,36,,,0,0,,,,23,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
257,5049,Sấu chín,"Sanpidus, ripe",24.0,87.0,38,159,1.3,,8.2,2.7,0.8,,,,,,,,100,,,,44,,,,,,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
258,5050,Táo ta,"Jujube, common or Chinese; Chinese date",14.0,89.5,38,160,0.8,0.2,8.3,0.7,0.5,,,,,,,,44,0.20,10,0.080,25,250,3,0.05,73,,24,0.06,0.04,0.6,,0.081,,,,,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
259,5051,Táo tây,"Apple, common, domestic",12.0,87.2,48,199,0.5,0.2,11.0,0.6,0.5,10.39,0,0,0,5.9,2.43,2,19,2.50,3,0.060,13,102,15,0.20,100,0.2,7,0.04,0.03,0.2,0.061,0.041,3,0,0.3,0,0,,0.18,2.2,27,0,11,0,29,14,,,,,0.030,0.020,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0,0.040,0.010,0.000,0.000,0.000,,0,12,36,5,6,15,22,24,37,21,16,12,8,9,27,125,67,23,19,26
260,5052,Vải,Litchi; lychee,48.0,87.8,45,188,0.7,0.4,9.6,1.1,0.4,15.23,,,,,,,6,0.50,10,0.060,34,171,1,0.07,148,0.6,36,0.02,0.04,0.7,,0.1,14,0,,0,0,,0.07,0.4,,,,,,,,,,,0.100,0.070,0.000,0.020,0.000,0.000,0.000,0.120,0.000,0.000,0.120,0,0.070,0.070,0.000,0.000,0.000,,0,,41,9,7,,,,,,,,,,,,,,,
261,5053,Vải khô,"Litchi, dried with shells",44.0,34.9,260,1086,3.0,1.9,57.6,1.0,1.6,66.1,,,,,,,25,4.40,42,0.230,58,1110,3,0.28,631,1.3,183,0.01,0.57,3.1,,0.09,12,0,,0,0,,0.31,1.6,0,,,,,,,,,,0.270,0.190,0.000,0.070,0.000,0.000,0.000,0.330,0.000,0.000,0.320,0,0.180,0.180,0.000,0.000,0.000,,0,,,,,,,,,,,,,,,,,,,
262,5054,Vú sữa,"Starapple, cainito",22.0,86.5,42,174,1.0,,9.4,2.3,0.8,,,,,,,,68,0.40,,,32,,,,,,5,0.01,0.02,0.9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
263,5055,Xoài chín,"Mango, common; India mango, ripe",20.0,82.6,62,257,0.6,0.3,14.1,1.8,0.6,14.8,,,,,,,10,0.40,9,0.280,13,114,2,0.56,150,0.6,30,0.05,0.05,0.3,0.16,0.134,14,0,,0,0,,1.12,4.2,445,17,11,,,,,,,,0.070,0.050,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.050,0.050,0,0.010,0.040,0.000,0.000,0.000,,0,,41,5,8,17,19,26,31,18,19,12,,10,51,42,60,21,18,22
264,5056,Quả kiwi,Kiwi fruit,14.0,83.1,56,234,1.1,0.5,11.7,3.0,0.6,8.99,0.17,0.19,0,4.35,4.11,0.15,34,0.31,17,0.100,34,312,3,0.14,130,0.2,93,0.03,0.03,0.3,0.183,0.063,25,0,,0,0,,1.46,40.3,52,0,0,0,122,,,,,,0.030,0.020,0.000,0.010,0.000,0.000,0.000,0.050,0.000,0.000,0.050,0,0.250,0.040,0.000,0.000,0.000,,0,,61,24,15,44,47,57,66,51,81,27,31,34,53,126,184,60,44,53
265,6001,Bơ,"Butter, unsalted",0.0,15.4,756,3161,0.5,83.5,0.5,0.0,0.1,,,,,,,,12,0.10,2,0.000,12,24,11,0.09,16,1,0,0.01,0.04,0.0,0.11,0.003,3,0,,0,600,,2.32,7,158,0,0,0,0,,0,0,0,0,51.370,21.700,0.560,10.000,0.140,0.000,0.000,21.020,0.000,0.960,16.980,3,2.170,0.320,0.000,0.000,0.000,2.982,270,4,,,,,,,,,,,,,,,,,,
266,6002,"Dầu thảo mộc (Lạc, vừng, cám...)","Vegetable oil, mix",0.0,0.3,897,3754,0.0,99.7,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,6003,Mỡ lợn muối,"Lard, salted",0.0,3.0,827,3460,2.0,91.0,0.0,0.0,4.0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,6004,Mỡ lợn nước,"Lard, liquid",0.0,0.4,896,3751,0.0,99.6,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0.30,,,12,,,,,,0,0.02,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,39.100,23.800,0.000,13.500,0.000,0.000,0.000,45.100,0.000,2.700,41.200,11,10.200,1.000,0.000,0.000,0.000,,95,,,,,,,,,,,,,,,,,,,
269,6005,Bơ thực vật,"Butter-margarine blend, stick, unsalted",0.0,18.5,729,3049,0.5,80.7,0.1,0.0,0.2,,,,,,,,17,,2,0.000,13,25,2,0.02,0,0,0,0.01,0.02,0.0,0.049,0.005,1,0,,0.06,768,,12.8,93,610,0,0,0,0,0,,,,,15.000,9.500,0.000,5.000,0.000,0.000,0.000,36.700,0.000,0.000,36.700,25,24.700,0.300,0.000,0.000,0.000,,0,265,39,12,7,24,22,33,49,30,18,13,5,24,17,38,104,11,48,27
270,6006,Dầu bông,"Cottonseed oil, salad or cooking",0.0,0.0,900,3766,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,35.3,24.7,0,0,0,0,0,0,0,0,0,0,25.900,22.700,0.000,2.300,0.000,0.000,0.000,17.800,0.000,0.800,17.000,51,51.500,0.200,0.000,0.000,0.000,,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,6007,Dầu cám gạo,Rice bran oil,0.0,0.0,900,3766,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.07,,,,,,,,,,,,,,,,,,,,,32.3,24.7,0,0,0,0,0,0,0,0,0,0,19.700,16.900,0.000,1.600,0.000,0.000,0.000,39.300,0.000,0.200,39.100,35,33.400,1.600,0.000,0.000,0.000,,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,6008,Dầu cọ,Palm oil,0.0,0.0,900,3766,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,15.94,8,0,0,0,0,0,0,0,0,0,0,49.300,43.500,0.000,4.300,0.000,0.000,0.000,37.000,0.000,0.300,36.600,9,9.100,0.200,0.000,0.000,0.000,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,6009,Dầu dừa,Coconut oil,0.0,0.0,900,3766,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.04,,,,,,,,,,,,,,,,,,,,,0.09,0.5,0,0,0,0,0,0,0,0,0,0,86.500,8.200,0.000,2.800,0.000,0.000,0.000,5.800,0.000,0.000,5.800,1,1.800,0.000,0.000,0.000,0.000,,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,6010,Dầu đậu tương,"Soybean oil, salad or cooking",0.0,0.0,900,3766,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.02,,,,,,,,,,,,,,,,,,,,,9.21,197.6,0,0,0,0,0,0,0,0,0,0,14.400,10.300,0.000,3.800,0.000,0.000,0.000,23.300,0.000,0.200,22.800,57,51.000,6.800,0.000,0.000,0.000,,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,6011,Dầu lạc,"Peanut oil, salad or cooking",0.0,0.0,900,3766,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.03,,,,,,,,,,,,,,,,,,,,,15.69,0.7,0,0,0,0,0,0,0,0,0,0,16.900,9.500,0.000,2.200,1.400,2.800,0.900,46.200,0.000,0.100,44.800,32,32.000,0.000,0.000,0.000,0.000,,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,6012,Dầu mè,"Sesame oil, salad or cooking",0.0,0.0,900,3766,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1.4,13.6,0,0,0,0,0,,0,0,0,0,14.200,8.900,0.000,4.800,0.000,0.000,0.000,39.700,0.000,0.200,39.300,41,41.300,0.300,0.000,0.000,0.000,,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,6013,Dầu ngô,"Corn oil, salad or cooking",0.0,0.0,900,3766,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,14.3,1.9,0,0,0,0,0,0,0,0,0,0,12.950,10.580,0.070,1.850,0.430,0.000,,27.580,0.000,0.110,27.330,54,53.230,1.160,0.000,0.000,0.000,0.286,0,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,6014,Dầu oliu,"Olive oil, salad or cooking",0.0,0.0,900,3766,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0.56,,,,1,2,,,,,,,,,,,,,,,,14.35,60.2,0,0,0,0,0,0,0,0,0,0,13.810,11.290,0.020,1.950,0.410,0.130,0.000,72.960,0.000,1.260,71.270,10,9.760,0.760,0.000,0.000,0.000,,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,7001,Thịt bê mỡ,"Veal meat, lean and fat",2.0,72.8,144,600,19.0,7.5,0.0,0.0,0.7,0,0,0,0,0,0,0,8,1.70,24,0.030,188,329,76,2.55,110,8.5,2,0.23,0.25,6.2,1.36,0.49,13,,0,1.27,0,,0.25,4.6,0,0,0,0,0,,0,0,0,0,3.350,1.760,0.000,1.100,0.000,0.000,0.000,3.040,0.000,0.350,2.600,0,0.390,0.060,0.060,0.000,0.000,,78,,1544,473,199,756,788,977,1481,946,1229,630,158,662,1135,1734,2648,1009,851,788
280,7002,Thịt bê nạc,"Veal meat, lean only",2.0,78.2,85,354,20.0,0.5,0.0,0.0,1.3,0,0,0,0,0,0,0,8,1.70,26,0.030,176,348,80,2.73,116,8.7,2,0.23,0.25,6.2,1.45,0.52,14,,0,1.34,0,,0.25,,0,0,0,0,0,172,0,0,0,0,0.780,0.440,0.000,0.270,0.000,0.000,0.000,0.830,0.000,0.080,0.740,0,0.190,0.010,0.070,0.000,0.000,,79,,1561,478,201,764,796,987,1496,955,1242,637,159,669,1146,1751,2675,1019,860,796
281,7003,Thịt bò loại I,"Beef, grade I",2.0,74.1,118,495,21.0,3.8,0.0,0.0,1.1,0,0,0,0,0,0,0,12,3.10,28,,226,378,83,2.20,160,,1,0.10,0.17,4.2,,,,,,,12,,,,0,0,0,0,0,,0,0,0,0,,0.900,,0.630,,,,,,,,,0.090,0.030,,,,,59,,1860,564,234,920,959,1047,1695,1005,1321,713,268,752,1221,179,3194,1016,790,842
282,7004,Thịt bò loại II,"Beef, grade II",2.0,70.5,167,697,18.0,10.5,0.0,0.0,1.0,0,0,0,0,0,0,0,10,2.70,,,194,,,,,,1,0.10,0.17,4.2,,,,,,,2,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1557,456,184,770,809,889,1419,833,1246,580,208,595,1181,1633,2773,1484,982,740
283,7005,"Thịt bò, lưng, nạc","Beef, top loin, seperable lean only, trimmed to 1/8"" fat, prime, raw",2.0,72.7,127,532,23.1,3.9,0.0,0.0,1.0,0,0,0,0,0,0,0,23,1.63,24,0.010,214,361,57,4.05,78,31.2,0,0.08,0.12,6.7,0.678,0.651,13,0,0,0.98,0,,0.29,1.2,0,0,0,0,0,133,0,0,0,0,1.430,0.860,0.000,0.480,0.000,0.000,0.000,1.560,0.000,0.120,1.440,0,0.140,0.010,0.020,0.000,0.000,,40,,1950,601,152,911,922,1145,1835,1050,1492,736,298,735,1403,2102,3464,1405,1100,909
284,7006,"Thịt bò, lưng, nạc và mỡ","Beef, top loin, seperable lean only, trimmed to 1/4"" fat, prime, raw",2.0,67.4,182,763,21.5,10.7,0.0,0.0,0.9,0,0,0,0,0,0,0,5,1.78,22,0.010,185,349,59,3.64,78,17.8,0,0.10,0.15,4.5,0.36,0.44,7,,,3.05,0,,,,0,0,0,0,0,,0,0,0,0,4.290,2.540,0.000,1.230,0.000,0.000,0.000,4.810,0.000,0.390,4.190,0,0.310,0.020,0.050,0.000,0.000,,59,,1791,551,241,841,940,1047,1702,968,1361,737,241,723,1299,1967,3235,1175,951,823
285,7007,Thịt bồ câu ra ràng,Pigeon young bird flesh skin and giblets,60.0,51.7,340,1423,17.5,30.0,0.0,0.0,0.8,0,0,0,0,0,0,0,45,5.40,22,0.020,217,199,54,2.20,437,13.3,5,0.10,0.28,5.3,0.76,0.41,6,0,,0.4,73,,,,0,0,0,0,0,,0,0,0,0,8.430,4.790,0.000,2.690,0.000,0.000,0.000,9.720,0.000,3.470,6.260,3,2.670,0.000,0.160,0.010,0.020,,95,,1537,552,268,773,884,967,1506,943,1210,647,320,789,1194,1557,2378,1491,839,878
286,7008,Thịt chó sốn,Dog meat,2.0,53.0,338,1413,16.0,30.4,0.0,0.0,0.6,0,0,0,0,0,0,0,16,1.00,,,43,,,,,,,0.04,0.08,1.8,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,7009,Thịt chó vai,"Dog, shoulder",2.0,63.8,230,964,18.0,17.6,0.0,0.0,0.6,0,0,0,0,0,0,0,20,0.70,,,36,,,,,,0,0.04,0.08,1.8,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,7010,"Thịt cừu, nạc","Mutton meat, lean",2.0,65.8,219,915,16.4,17.0,0.0,0.0,0.8,0,0,0,0,0,0,0,9,2.50,27,0.040,177,256,91,2.90,160,17.8,3,0.17,0.15,5.8,,,,,1,,30,,,,0,0,0,0,0,182,0,0,0,0,6.700,3.300,0.000,2.500,0.000,0.000,0.000,9.700,0.000,0.000,7.500,,1.200,0.300,0.000,0.000,0.000,,78,,1580,441,212,598,764,870,1395,933,212,870,307,598,1300,454,1028,1466,2320,794
289,7011,"Thịt dê, nạc","Goat, meat, lean",2.0,74.4,122,508,20.7,4.3,0.0,0.0,0.6,0,0,0,0,0,0,0,11,2.00,,0.040,129,385,82,4.00,256,8.8,1,0.07,0.13,4.9,,,5,0,,1.13,91,,,,0,0,0,0,0,,0,0,0,0,0.710,0.330,0.000,0.330,0.000,0.000,0.000,1.030,0.000,0.040,0.940,0,0.100,0.020,0.060,0.000,0.000,,57,,1532,552,306,715,981,1103,1716,1042,1512,429,245,633,,,,,,
290,7012,Thịt gà rừng,Grouse field chicken,58.0,69.7,141,589,24.4,4.8,0.0,0.0,1.1,0,0,0,0,0,0,0,14,0.40,,,263,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,7013,Thịt gà ta,"Chicken meat, average",52.0,65.6,199,833,20.3,13.1,0.0,0.0,1.0,0,0,0,0,0,0,0,12,1.50,29,0.020,200,189,70,1.50,48,14.4,4,0.15,0.16,8.1,0.91,0.35,6,0,,0.31,120,,0.3,1.5,0,0,0,0,0,,0,0,0,0,4.310,3.150,0.000,0.870,0.000,0.000,0.000,6.240,0.000,0.830,5.170,3,2.880,0.140,0.080,0.010,0.030,,75,,1859,653,246,717,787,972,1629,1293,1190,432,288,595,1088,1965,2848,797,925,938
292,7014,Thịt gà tây,Turkey raw flesh and skin giblets,53.0,63.6,218,913,20.1,15.3,0.0,0.0,1.0,0,0,0,0,0,0,0,24,3.20,18,0.020,320,236,66,2.67,127,26.4,0,0.06,0.08,7.0,0.917,0.29,9,0,2,0.36,180,,,,0,0,0,0,0,110,0,0,0,0,3.660,2.430,0.000,0.820,0.000,0.000,0.000,4.940,0.000,0.840,3.990,3,2.830,0.180,0.140,0.000,0.030,,74,,1356,459,198,631,760,810,1267,746,1088,472,154,538,1042,1622,2536,1071,829,666
293,7015,Thịt hươu,Deer meat,2.0,77.9,94,393,19.0,2.0,0.0,0.0,1.1,0,0,0,0,0,0,0,11,2.80,23,0.040,205,318,51,2.09,253,9.7,0,0.26,0.60,5.1,,0.37,4,0,,6.31,8,,0.2,1.1,0,0,0,0,0,,0,0,0,0,0.950,0.410,0.000,0.510,0.000,0.000,0.000,0.670,0.000,0.030,0.630,0,0.310,0.070,0.100,0.000,0.000,,85,,,,,,,,,,,,,,,,,,,
294,7016,Thịt lợn mỡ,"Pork, lean and fat",2.0,47.5,394,1647,14.5,37.3,0.0,0.0,0.7,0,0,0,0,0,0,0,8,0.40,13,0.010,156,253,42,1.59,55,28.4,0,0.00,0.00,0.0,0.526,0.284,4,0,,0.61,2,,,,0,0,0,0,0,,0,0,0,0,12.440,7.650,0.000,4.200,0.000,0.000,0.000,15.930,0.000,0.990,14.660,3,3.300,0.290,0.110,0.000,0.000,,74,,1230,347,160,547,610,737,1088,616,911,509,169,454,832,1249,2062,868,672,574
295,7017,Thịt lợn nạc,"Pork, lean",2.0,73.0,139,582,19.0,7.0,0.0,0.0,1.0,0,0,0,0,0,0,0,7,0.96,32,0.010,190,341,76,2.50,190,23.9,1,0.90,0.18,4.4,0.822,0.415,5,0,2.6,0.84,2,,,,0,0,0,0,0,166,0,0,0,0,2.470,1.570,0.000,0.770,0.000,0.000,0.000,3.230,0.000,0.230,2.930,0,0.620,0.030,0.090,0.000,0.000,,67,,1440,400,230,690,740,910,1190,940,1010,510,202,644,990,1607,2603,1023,821,752
